Nama_Peserta,Essay_id,Answer,Score
212,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
212,2,"teknik membaca -> menyusun laporan secara tertulis, terus membacanya; teknik menghafal -> menulis laporan, terus menghafalnya; teknik serta merta -> berbicara dengan tidak menghafalkan dan tanpa naskah; teknik outline -> menyiapkan sebuah gagasan, dan mengembangkan sendiri",5
212,3,jumlah kata/ waktu x 60 = 240/ 120 x 60 = 240/ 2 = 120 kpm,5
212,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,4
212,5,"orientasi -> membahas terhadap drama yang diulas, seperti : tokoh, alur, dll; tafsiran -> suatu pengulasan terhadap drama yang diulas; evaluasi -> penilaian terhadap drama yang diulas; rangkuman -> ringkasan",5
225,1,alumnus; perjanjian; riba; contoh; teknik; imajinasi; pendapat; kostum; juara; kasat mata,3
225,2,terdapat 5w + 1h; dengan bahasa yang komunikatif; tidak terbelit-belit; secara faktual,2
225,3,240/ 60 x 120 = 300 x 40 = 12000 kata/60 detik = 200,2
225,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuwitansi,5
225,5,unsur2 teks ulasan; terdapat teks yg ingin diulas; membaca teks; mencatat hal2 pokok,2
226,1,alumnus; agenda; laba; sampel; membuat; imajinasi; argumen; sandang; rangking; fiktif,5
226,2,suara; vokal; ekspresi; gerak-gerik;,2
226,3,120/ 240 x 60 = 300 kpm,2
226,4,omzet; hektare; seksama; silakan; sirop; zaman; apotek; modern; himbau; kuwitansi,5
226,5,tema; isi; pembahasan tema; kesimpulan; hasil ulasan,2
227,1,alumnus; wacana; laba; sample; langkah; mimpi; usulan; sandang; ranking; fiktif,3
227,2,membaca : membaca hasil laporan; menghafal : menghafal isi laporan; serta merta : tidak ada persiapan; outline : menulis pokok-pokok laporan saja,5
227,3,240/ 120 x 60 = 240 / 2 = 120 kpm,5
227,4,omset; hektare; saksama; silakan; sirup; zaman; apotek; modern; imbau; kuwitansi,5
227,5,membaca teks; mengevaluasi; memperbaiki; membenarkan,2
228,1,lulusan : alumnus; rencana : tujuan/ hal yg akan dituju; keuntungan : balik modal; contoh : sempel; cara : prosedur; khayalan : imajinasi; pendapat : saran; pakaian : kostum; peringkat : ranking; tidak nyata : mitos,3
228,2,"vokal; mimik wajah; gerak-gerik; cara menyampaikan harus benar; urut dalam membaca; menyampaikan laporan harus baik, jelas dan benar; dll",2
228,3,240/ 120 x 60 = 120 kpm; membaca cepat adalah membaca sesingkat-singkatnya untuk mendapatkan informasi sebanyak-banyaknya,5
228,4,omset; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuitansi,5
228,5,ulasan teks adalah : ringkasan dalam sebuah teks; judul; tokoh; latar; dll,2
229,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
229,2,"membaca -> membuat teks laporan, kemudian membacanya; menghafal -> membuat teks laporan, kemudian menghafalkannya; serta merta -> menyampaikan laporan secara langsung, tanpa naskah dan tanpa menghafal; outline -> membuat gagasan utama, kemudian mengembangkannya",5
229,3,"jumlah kata/ waktu baca (detik) x 60 = 240 / 120 x 60 = 120 kpm, jadi kecepatan membaca dani adalah 120 kpm",5
229,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
229,5,"orientasi -> berisi pengenalan awal terhadap apa yang kita ulas; tafsiran -> berisi tentang pandangan pengulas terhadap sesuatu yang diulas; evaluasi -> berisi tentang pendapat pengulas terhadap kekurangan yang terdapat pada sesuatu yang kita ulas; rangkuman -> berisi tentang kesan dan pesan pengulas, dan simpulan dari semua ulasan tersebut",5
230,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; rangking; fiktif,5
230,2,"vokal : suara, kejelasan agar bisa didengar audiens; suara : agar dapat dipahami dengan mudah; expresi : mimik wajah; gerak- gerik : gerakan kita dalam menyampaikan laporan; bahasa komunikatik : bahasa indonesia yang benar dan baik; penjedaan : pemberhentian di awal/ akhir kalimat",2
230,3,240 / 120 x 60 = jumlah kata/ waktu baca/detik x 60 = 240 / 2 x 1 = 240 / 2 = 120 kpm,5
230,4,omzet; hektare; saksama; silakan; sirup; zaman; apotek; modern; himbau; kuitansi,5
230,5,"orientasi : penggamar semuanya pada teks, tokoh, tempat, latar, suasana. dll; tafsiran: pandangan pengamat tentang apa yang terjadi; evaluasi : penilaian kurang dan lebihnya; rangkuman : simpulan dari teks",5
307,1,alumni/ sarjana; keinginan; laba; sample; teknik; imajinasi; argumen/ opini; kostum; ranking; fiktif,5
307,2,teknik membaca : teknik yang dilakukan dengan cara menulis laporan kemudian membacanya; teknik menghafal : teknik yang dilakukan dengan cara menulis laporan kemudian menghafakannya; teknik serta merta : teknik yang dilakukan secara langsung tanpa naskah tanpa menghafal; teknik outline : teknik dengan cara pembicara menyiapkan catatan yang berisi gagasan kemudian mengembangan gagasan tersebut,5
307,3,"240/ 120 x 60 = 120 kpm, jadi kecepatan dani membaca adalah 120 kpm",5
307,4,omzet; hektar; saksama; silahkan; sirop; zaman; apotek; ; himbau; kuitansi,5
307,5,orientasi : gambaran umum mengenai objek yang diulas; tafsiran : pandangan pengulas terhadap objek yang diulas; evaluasi : penilaian mengenai objek yang diulas; rangkuman : kesimpulan atau ringkasan dari ulasan,5
308,1,lulusan : alumni; rencana : tujuan sementara; keuntungan : raba; contoh : misal; cara : teknik; khayalan : imajinasi; pendapat : saran; pakaian : kostum; peringkat : rangking; tidak nyata : khayalan,5
308,2,"5w + 1h (what, why, who, where, whan + how); what : apa yang terjadi ?; why : mengapa bisa terjadi ?; who : bagaimana itu bisa terjadi ?; where : dimana kejadian itu ?; whan : siapa pelakunya ?; how : kapan kejadian itu?",2
308,3,240/ 120 x 60 = 120 kpm,5
308,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; moderen; himbau; kuwitansi,5
308,5,pembuka : seperti mengucap syukur; isi teks : pokok teks; penutup : salam penutup dan ucapan terima kasih,2
309,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
309,2,teknik membaca : laporan ditulis terlebih dahulu; teknik menghafal : laporan dihafalkan; teknik serta merta : menyampaikan laporan secara langsung; teknik outline : menyampaikan gagasannya,5
309,3,jk / w x 60 = 240 / 120 x 60 = 120 kpm,5
309,4,omzet; hektar; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuitansi,5
309,5,teks ulasan : teks yang mengulas sesuatu; unsur-unsur : rangkuman : menulis hasil ringkasan; orientasi : melihat secara objektif; argumen : melihat secara faktual; reorientasi : melihat secara aktual,5
310,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; rangking; fiksi,5
310,2,suara : suara harus jelas dan terdengar oleh pendengar; vokal : pengucapan harus jelas dan mudah dipahami oleh pendengar; penjedaan : waktu jeda saat menyampaikan laporan; ekspresi : mengekspresikan laporan; gerak-gerik : gerak-gerik saat menyampaikan laporan; bahasa yang komunikatif : bahasa indonesia yang baik dan benar;,2
310,3,240/ 120 x 60 = 120 kpm,5
310,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; moderen; himbau; kuwitansi,5
310,5,orientasi : gambaran luas tentang sesuatu yang diulas; tafsiran : pandangan pengulas terhadap sesuatu yang diulas; ringkasan : rangkuman atau kesimpulan dari suatu yang diulas; evaluasi : penilaian terhadap sesuatu yang diulas,5
311,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
311,2,menghafal : menyampaikan laporan dengan cara menghafal teks terlebih dahulu; membaca : menyampaikan laporan dengan cara membaca teks laporan; serta merta : menyampaikan laporan secara langsung tanpa membaca teks maupun menghafal; outline : menyampaikan laporan dengan cara membawa gagasan utama yang akan dikembangkan lagi,5
311,3,240/ 120 x 60 = 120 kpm,5
311,4,omzet; hektar; seksama; silakan; sirop; zaman; apotek; modern; himbau; kuwitansi,4
311,5,orientasi : pengenalan tokoh/ aktor/ aktris; argumen : menemukan kesalahan-kesalahan pada teks drama; evaluasi : mengevaluasi kesalahan-kesalahan pada teks drama; amanat : pesan-pesan yang dapat diberikan pada naskah drama,4
312,1,lulusan : alumnus; rencana : schedule; keuntungan : modal; contoh : sample; cara : langkah-langkah; khayalan : imajinasi; pendapat : tanggapan; pakaian : primadona; peringkat : ranking; tidak nyata : fiktif,3
312,2,teknik vokal : jelas; teknik suara : keras; penggunaan bahasa : efetif,2
312,3,240 kata/ 120 detik x 60 = 12 kpm,5
312,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuwitansi,5
312,5,"pahami yang dibaca, memcatat hal yang penting, menanggapi apa yang kurang tepat, dll",2
325,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; rangking; fiktif,5
325,2,bahasa yang komunikatif : menggunakan bahasa indonesia yang sesuai dengan EBI; gerak-gerik : agar menghindari gerak-gerik yang tidak sesuai; volume suara : menggunakan volume suara yang keras agar seluruh audien mendengar,2
325,3,240/ 120 x 60 = 120 kpm,5
325,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
325,5,orientasi : menggambarkan teks yang diulas; tafsiran : seperti sinopsi; evaluasi : penilaian terhadap teks yang diulas,5
326,1,lulusan : alumnus; rencana : agenda; keuntungan : laba; contoh : sampel; cara : teknik; khayalan : imajinasi; pendapat : argumen; pakaian : kostum; peringkat : ranking; tidak nyata : fiktif,5
326,2,"teknik menyampaikan laporan; teknik membaca : menyusun laporan secara tertulis kemudian membacanya; teknik menghafal : membaca terlebih dahulu kemudian menghafalnya; teknik serta merta : menyampaikan laporan secara langsung tanpa naskah dan tanpa menghafal; teknik outline : pembica menyiapkan catatan berupa gagasan, kemudian mengembangkan gagasan tersebut",5
326,3,"240/ 120 x 60 = 7200 kpm. jadi , kecepatan membaca doni 7200 kpm",2
326,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
326,5,unsur-unsur dalam teks ulasan:; orientasi : gambaran umum tentang objek yang diulas; tafsiran : pandangan pengulas terhadap objek yang diulas; evaluasi : penilaian terhadap objek yang diulas; rangkuman : rangkuman/ simpulan isi ulasan,5
327,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; rangking; fiktif,5
327,2,"membaca : membuat laporan, lalu dibaca; menghafal : membuat laporan, lalu dihafal; serta merta : tanpa membaca dan tanpa menghafal; outline : menulis gagasan, lalu dikembangkan",5
327,3,240/ 120 x 60 = 120,5
327,4,omset; hektar; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuitansi,4
327,5,orientasi : penjelasan dari drama; judul : tema dari drama; bahasa : bahasa harus baku; amanat : pesan yang disampaikan/ pesan moral,2
328,1,lulusa : alumnus; rencana : agenda; keuntungan : laba; contoh : sempel; cara : teknik; khayalan : imajinasi; pendapat : argumen; pakaian : kostum; peringkat : rangking; tidak nyata : fiksi,5
328,2,teknik membaca : menyampaikan laporan dengan membaca teks; teknik menghafal : menyampaikan laporan dengan menghafalkan teks; teknik serta merta : menyapaikan laporan tanpa menghafal dan membaca; teknik outline : menyampaikan laporan dengan mencatat gagasan pokok lalu dikembangkan sendiri saat menyampaikan laporan,5
328,3,240/ 120 x 60 = 120 kpm,5
328,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
328,5,orientasi : pengenalan; evaluasi : meneliti/ mengevaluasi teks ulasan,2
329,1,alumni/ alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking,5
329,2,membaca : pembicara menyusun laporan kemudian membacakannya; manghafal : pembicara menghafalkan laporan terlebih dahulu; serta merta : menyampaikan laporan tanpa membaca dan tanpa menghafal; outline : pembicara menyiapkan gagasan lalu menyampaikan gagasan tersebut kepada audiens,5
329,3,240/ 120 x 60 = 120 kpm,5
329,4,omset; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
329,5,teks prosedur melakukan; yaitu melakukan sesuatu rangkaian kegiatan yang hasil akhirnya adalah akhir kegiatan; teks prosedur membuat; yaitu teks urutan membuat sesuatu yang hasil akhirnya produk,2
330,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
330,2,teknik membaca : menulis laporan terlebih dahulu lalu membacanya saat menyampaikan; teknik menghafal : menulis laporan lalu menghafalnya dan menyampaikannya tanpa membaca; teknik serta merta : spontan saat menyampaikan laporan tanpa membaca; teknik outline : membawa catatan kecil berisi gagasan utama lalu dikembangkan didepan audiens,5
330,3,membawa cepat : kata/ waktu x 60 = 240/ 120 x 60 = 120 kpm,5
330,4,omset; hektare; saksama; silakan; sirup; zaman; apotik; modern; imbau; kuitansi,4
330,5,"orientasi : berisi gagasan utama drama (judul, alur, latar, dll)./ gambaran umum; pengembangan orientasi : sinopsis drama; penjelasan : berisi objek yang diulas; ringkasan : rangkuman ulasan drama",3
407,1,alumnus; agenda; laba; sampel; teknik; imajinasi; hasil; kostum; ranking; fiktif,5
407,2,teknik menghafal : membuat laporan lalu menghafalkannya; teknik membaca : membuat laporan lalu membacakannya; teknik outline : mencatat gagasan utama dari narasumber; teknik serta merta : tidak menghafalkan dan tidak membaca,5
407,3,240/ 120 x 60 = 80 kpm,3
407,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; moderen; imbau; kuitansi,5
407,5,teks ulasan adalah teks yang diulas dari informasi,2
408,1,alumni; wacana; neraca; sample; teknik; impian; saran; sandang; kedudukan; fiktif,2
408,2,dengan bahasa yang singkat jelas mudah dipahami; tidak dengan tergesa-gesa; tidak terlalu memperhatikan teks/ memperhatikan audiens,2
408,3,240/ 120 x 60 = 240 / 2 = 120 kpm,5
408,4,omset; hektare; seksama; silakan; sirup; zaman; apotek; modern; imbau; kuwitansi,4
408,5,sebuah teks yang mengulas sebuah masalah,2
409,1,alumni; wacana; laba; contoh; teknik; imajinasi; argumen; baju; ranking; fiktif,5
409,2,teknik serta merta : membaca tanpa teks dan tanpa menghafal (tanpa persiapan apapun); teknik outline : pembaca membawa catatan berupa gagasan lalu gagasan tersebut dikembangkan,3
409,3,120/ 240 x 60= 2 x 60 = 120,4
409,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuwitansi,5
409,5,orientasi : pembuka suatu teks; event : kejadian atau peristiwa; reorientasi : kesan & pesan,2
410,1,alumnus; tempat yang dituju; laba; sampel; rumus; legenda; jawaban; seragam; ranking; fiktif,4
410,2,menggunakan kop surat; pembuka surat; isi surat; penutup surat,2
410,3,240/ 120 x 60 = 240 x 2 = 480 kpm,2
410,4,omset; hektare; saksama; silahkan; sirop; zaman; apotek; moderen; imbau; kuwitansi,5
410,5,terdapat kop surat; terdapat waktu; terdapat pembuka; terdapat isi; terdapat penanda tangan; terdapat penutup surat,2
411,1,alumni; agenda; laba; sampel; teknik; imajinasi; usulan; kostum; rangking; fiktif,5
411,2,penjedaan : berhenti sebentar di tengah-tengah menyampaikan laporan; menggunakan bahasa yang efektif : bahasa baku; teknik olah suara : menggunakan bahasa indonesia yang baik dan mudah dimengerti; teknik olah wajah : mengekspresikan wajah saat sedang membaca laporan sesuai isi laporan,2
411,3,240/ 120 x 60 = 20 x 6 = 120 kpm,5
411,4,Omset; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuwitansi,5
411,5,dengan kalimat aktif dan pasif; dengan bahasa yang baku; bahasa indonesia yang baik dan mudah dimengerti; dengan bahasa yang tidak bertele-tele,2
412,1,alumni; proyek; laba; sampel; teknik; tidak nyata; argumen; kostum; rangking; fiktif,5
412,2,"outline, serta merta",2
412,3,240/ 120 x 60 = 120 kpm,5
412,4,omset; hektare; saksama; silakan; sirup; zaman; apotek; modern; imbau; kuwitansi,5
412,5,"orientasi, isi, kata penutup, evaluasi",2
425,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
425,2,"teknik membaca : menyusun laporan secara tertulis, kemudian membacanya; teknik menghafal : menulis laporan terlebih dahulu, kemudian menghafalnya; teknik serta merta: menyampaikan laporan secara langsung tanpa menghafal; teknik outline : pembicara menyiapkan gagasan kemudian mengembangkan gagasan tersebut",5
425,3,240/ 120 x 60 = 120 kpm,5
425,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuwitansi,5
425,5,orientasi : gambaran umum tentang objek yang dilihat; tafsiran : ulasan terhadap objek yang diulas; evaluasi : berupa pendapat pengamat terhadap objek yang dilihat; rangkuman : kesimpulan mengenai suatu objek yang dilihat,5
426,1,alumni; agenda; laba; sampel; teknik; ilustrasi; ironi/ kiasan; sandang; ranking; fiktif,4
426,2,"teknik membaca : menyusun laporan lalu dibaca; teknik menghafal : menyusun laporan lalu menghafalnya; teknik serta merta : teknik tanpa persiapan tidak membaca dan menghafal; teknik outline; penulis menyiapkan gagasannya, lalu mengembangkanya",5
426,3,240/ 120 x 60 = 120 kpm,5
426,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
426,5,"pendapat, gagasan, komentar",2
427,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
427,2,teknik membaca : teknik menyampaikan laporan dengan menyusun laporan secara tertulis terlebih dahulu lalu membacanya; teknik menghafal : menulis laporan terlebih dahulu kemudian menghafalnya; teknik serta merta : teknik menyampaikan laporan tanpa menghafal dan tanpa membaca; teknik outline : pembicara menyampaikan catatan kecil yang berisi gagasan pokok laporan lalu mengembangkannya,5
427,3,jumlah kata/ waktu (detik) x 60 = 240 / 120 x 60 = 120 kpm,5
427,4,omset; hektare; saksama; silakan; sirup; zaman; apotek; modern; imbau; kuitansi,5
427,5,orientasi : gambaran umum tentang objek yang ingin diulas; tafsiran : pandangan tentang objek yang ingin diulas (ringkasan dan sinopsis); evaluasi : penilaian objek yang ingin diulas; rangkuman : rangkuman atau isi dari hasil ulasan (amanat),5
428,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
428,2,teknik membaca : membaca teks laporan; teknik menghafal : menghafal laporan; teknik serta merta : tanpa teks dan tanpa menghafal; teknik outline : menyiapkan gagasan lalu mengembangkannya,5
428,3,120/ 240 x 60 = 120 kpm,5
428,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
428,5,orientasi : gambaran umum tentang objek tersebut; tafsiran : pandangan/ ringkasan cerita; evaluasi : kekurangan dan kesalahan dalam cerita; ringkasan : ringkasan dari teks ulasan ,5
429,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
429,2,teknik membaca : teknik menyampaikan laporan dengan cara membaca; teknik menghafal : teknik menyampaikan laporan dengan cara menulis kemudian menghafalnya; teknik serta merta : teknik menyampaikan laporan dengan cara disampaikan langsung; teknik outline,5
429,3,rumus:; jumlah kata yang dibaca/ waktu membaca (detik) x 60 = 240 / 120 x 60 = 240 / 2 = 120 kpm,5
429,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuwitansi,5
429,5,unsur - unsur dalam teks ulasan ; orientasi; evaluasi,3
430,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
430,2,"teknik membaca : menyusun laporan berupa tulisan terlebih dahulu, kemudian membacanya; teknik menghafal : menulis laporan terlebih dahulu, kemudian menghafalnya; teknik serta merta : menyampaikan laporan secara langsung tanpa naskah dan tanpa menghafal; teknik outline : pembicara menyiapkan catatan berupa gagasan kemudian mengembangkan gagasan tersebut",5
430,3,240/ 120 x 60 = 120 kpm,5
430,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
430,5,anotasi : penjelasan teks ulasan; orientasi : pembicara dengan teks ulasan; evaluasi : penilaian teks ulasan; ringkasan : ringkasan teks,3
508,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
508,2,"teknik membaca : pembaca membawa teks laporan kemudian membacanya; teknik menghafal : pembaca menuliskan teks laporan kemudian menghafalnya; teknik serta merta : pembaca menyampaikan apapun yang diketahuinya (tanpa persiapan apapun); teknik outline : pembaca membawa teks berisi gagasan tentang laporan, kemudian mengembangkan gagasan tersebut",5
508,3,jml kata/ waktu x 60 = 240/ 120 x 60 = 120 kpm,5
508,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
508,5,orientasi : gambaran umum tentang objek yang diulas; tafsiran : gambaran pengulas tentang objek yang diulas; evaluasi : isi usulan & saran-saran pengulas; rangkuman : ringkasan ulasan & amanat,5
509,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiksi,5
509,2,"teknik membaca -> menulis laporan lalu membacanya; teknik menghafal -> menulis laporan lalu menghafalnya; teknik serta merta -> menyampaikan laporan tanpa naskah & tanpa menghafal; teknik outline -> pembicara menyiapkan catatan berupa gagasan, kemudian mengembangkan gagasan tersebut",5
509,3,jumlah kata yang dibaca / waktu baca x 60 = 240 /120 x 60 = 120 kpm,5
509,4,omset; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
509,5,"orientasi : berisi informasi dasar drama (tokoh, latar, dll); tafsiran : sinopsis drama; evaluasi : penilaian terhadap drama; rangkuman : ringkasan drama",5
510,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
510,2,bahasa yang komunikatif : bahasa yang baik dan benar; teknik vokal : bagaimana pembaca laporan terdengar oleh audiens; teknik suara : bagaimana cara pembaca laporan mengucapkan kalimat-kalimat laporan; gerak-gerik : sikap pembaca laporan dalam membaca,2
510,3,240/ 120 x 60 = 120 kpm,5
510,4,Omset; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuwitansi,5
510,5,paragraf pembuka : pembukaan teks; paragraf isi : isi teks; paragraf penutup : penutup teks,2
511,1,lulusan : alumni; rencana : agenda; keuntungan : laba; contoh : sampel; cara : pembuatan; khayalan : imajinasi; pendapat : ide; pakaian : sandang; peringkat : ranking; tidak nyata : fiksi,4
511,2,teknik vokal -> agar audiens bisa menyimpulkan laporan tersebut; teknik suara -> agar audiens bisa terdengar dari suara pembaca; gerak-gerik -> menghindari dari gerakan tidak penting; ekspresi -> agar raut muka/ wajah bisa membuat audiens terkesan,2
511,3,120/ 60 x 90; 120 / 60 =2; 2 x 90 = 180 kpm,3
511,4,omset; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
511,5,teknik outline; teknik olah suara; teknik olah wajah,2
512,1,alumni; agenda; laba; sampel; tekhnik; imajinasi; argumen; sandang; ranking; fiktif,5
512,2,suara : terdengar jelas oleh audiens; vokal : mudah ditangkap oleh audiens; bahasa; yang; komunikati : menggunakan bahasa indonesia yang baik dan benar,2
512,3,120 kata per menit,3
512,4,Omset; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuwitansi,5
512,5,orientasi; tafsiran; rangkuman; ulasan,2
513,1,alumnus; strategi; laba; sempel; teknik; imajinasi; argumen; sandang; ranking; fiksi,5
513,2,menghafal : menulis laporan lalu menghafalnya; serta merta : mentatat gagasan pokok lalu mengembangkannya; outline : tanpa persiapan,4
513,3,240/ 120 x 60 = 120 kpm,5
513,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
513,5,evaluasi : mencari kesalahan lalu dibenarkan; rangkuman : mencatat isi; tokoh : pemeran,2
514,1,lulusan : alumnus; rencana : aturan; keuntungan : laba; contoh : sampel; cara : trik; khayalan : imajinasi; pendapat : unjuk; pakaian : kostum; peringkat : ranking; tidak nyata : fiktif,5
514,2,volume suara : suara bisa didengar oleh audiens; volume vokal / pengucapan : pengucapan harus sesuai dengan laporan; gerak - gerik : hindarkan gerak gerik yang tidak penting; bahasa yang komunikatif : menggunakan bahasa indonesia dengan baik dan benar ,2
514,3,rumus membaca cepat : jumlah kata / waktu (detik) x 60 = 240 kata / 120 detik x 60 = 120 kpm,5
514,4,omset; hektare; saksama; silahkan; sirop; zaman; apotek; modern; imbau; kuitansi,5
514,5,"orientasi -> pengenalan tempat, dimainkan oleh siapa, jumlah pemain; tafsiran -> kelebihan pada teks ulasan; evaluasi -> kekurangan dalam teks ulasan; rangkuman -> merangkum teks ulasan",5
529,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; baju; rangking; fiktif,5
529,2,tertulis : menyampaikan laporan secara tertulis/ membaca; menghafal : menyampaikan laporan secara lisan / menghafal; serta merta : menyampaikan laporan secara langsung tanpa membaca & menghafal; outline : pembicara menyampaikan gagasan dan didengar oleh audiens,5
529,3,jumlah kata yang dibaca / waktu baca (s) x 60 = 240 / 120 x 60 = 120 kata per menit,5
529,4,omset; hektar; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
529,5,orientasi - membaca cepat benar; evaluasi - mengevaluasi bacaan; rangkuman : merangkum bacaan; memahami : memahami bacaan,2
530,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
530,2,membaca : menyampaikan laporan dengan membaca teks; menghafal : menyampaikan laporan dengan tanpa membaca (hafal); serta merta : menyampaikan laporan tanpa membaca dan menghafal; outline : membuat gagasan dari teks laporan dan mengembangkannya,5
530,3,240/ 120 x 60 = 120 kpm,5
530,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
530,5,orientasi : gambaran drama; tafsiran : berisi sinopsis drama; evaluasi berisi sesuatu yang perlu dievaluasi; rangkuman : amanat,5
531,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
531,2,"teknik membaca : menyusun laporan secara tertulis, kemudian membacanya; teknik menghafal : menulis laporan terlebih dahulu, kemudian menghafalnya; teknik serta merta: menyampaikan laporan secara langsung, tanpa naskah dan tanpa menghafalnya; teknik outline : pembicara membuat gagasan, kemudian mengembangkannya",5
531,3,240/ 120 x 60 = 120 kpm,5
531,4,omset; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
531,5,orientasi : gambaran umum tentang objek yang diulas; tafsiran : pandangan pengulas terhadap objek yang diulas; evaluasi : penilaian terhadap objek yang diulas; rangkuman : simpulan dari ulasan,5
532,1,alumni/ alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
532,2,"teknik membaca : teknik ini mudah untuk dilakukan karena kamu tinggal menulis laporan dan membacakannya; teknik menghafal : teknik ini dilakukan dengan cara menulis laporan lalu membaca dan menghafalnya; teknik serta-merta : teknik menyampaikan laporan secara langsung tanpa naskah dan tanpa menghafal; teknik outline : teknik ini dilakukan dengan cara pembicara menyiapkan catatan berupa gagasan, lalu dikembangkan dan disampaikan",5
532,3,jumlah kata yang dibaca / waktu baca (detik) x 60 = 240 /120 x 60 = 120 kpm,5
532,4,omset; hektare; saksama; silakan; sirup; zaman; apotek; modern; imbau; kuitansi,5
532,5,orientasi : gambaran umum tentang objek yg diulas; tafsiran : pandangan pengulas dari objek yg diulas; evaluasi: penelitian/ pengamatan/ evaluasi terhadap objek yang diulas; ringkasan : rangkuman dari isi ulasan,5
533,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
